datetime,date,time,month,week,category,amount,description,type
2024-12-16 01:40:51,2024-12-16,01:40:51,December 2024,Week 51,Dining Out,157.05,Dining Out expense,want
2024-12-16 08:44:35,2024-12-16,08:44:35,December 2024,Week 51,Groceries,50.56,Groceries expense,need
2024-12-16 16:25:47,2024-12-16,16:25:47,December 2024,Week 51,Rent,812.38,Rent expense,need
2024-12-17 04:51:37,2024-12-17,04:51:37,December 2024,Week 51,Food Delivery,90.01,Food Delivery expense,want
2024-12-17 12:11:03,2024-12-17,12:11:03,December 2024,Week 51,Dining Out,72.51,Dining Out expense,want
2024-12-17 19:41:36,2024-12-17,19:41:36,December 2024,Week 51,Healthcare,190.46,Healthcare expense,need
2024-12-17 23:48:11,2024-12-17,23:48:11,December 2024,Week 51,Subscriptions,42.42,Subscriptions expense,want
2024-12-18 01:57:24,2024-12-18,01:57:24,December 2024,Week 51,Transport,365.97,Transport expense,need
2024-12-18 05:17:47,2024-12-18,05:17:47,December 2024,Week 51,Transport,119.18,Transport expense,need
2024-12-18 13:18:59,2024-12-18,13:18:59,December 2024,Week 51,Travel,806.88,Travel expense,want
2024-12-19 02:49:13,2024-12-19,02:49:13,December 2024,Week 51,Transport,457.86,Transport expense,need
2024-12-20 21:14:11,2024-12-20,21:14:11,December 2024,Week 51,Shopping,389.26,Shopping expense,want
2024-12-21 08:17:59,2024-12-21,08:17:59,December 2024,Week 51,Rent,553.8,Rent expense,need
2024-12-21 08:55:52,2024-12-21,08:55:52,December 2024,Week 51,Shopping,49.62,Shopping expense,want
2024-12-21 16:35:00,2024-12-21,16:35:00,December 2024,Week 51,Travel,273.85,Travel expense,want
2024-12-23 03:44:23,2024-12-23,03:44:23,December 2024,Week 52,Entertainment,277.96,Entertainment expense,want
2024-12-23 18:23:03,2024-12-23,18:23:03,December 2024,Week 52,Entertainment,245.49,Entertainment expense,want
2024-12-24 09:19:44,2024-12-24,09:19:44,December 2024,Week 52,Utilities,216.81,Utilities expense,need
2024-12-24 17:55:37,2024-12-24,17:55:37,December 2024,Week 52,Rent,1990.1,Rent expense,need
2024-12-25 12:16:23,2024-12-25,12:16:23,December 2024,Week 52,Travel,253.38,Travel expense,want
2024-12-26 12:10:04,2024-12-26,12:10:04,December 2024,Week 52,Rent,590.61,Rent expense,need
2024-12-26 22:13:00,2024-12-26,22:13:00,December 2024,Week 52,Travel,494.09,Travel expense,want
2024-12-27 05:07:07,2024-12-27,05:07:07,December 2024,Week 52,Groceries,116.38,Groceries expense,need
2024-12-27 08:26:08,2024-12-27,08:26:08,December 2024,Week 52,Entertainment,154.15,Entertainment expense,want
2024-12-28 10:46:15,2024-12-28,10:46:15,December 2024,Week 52,Groceries,128.11,Groceries expense,need
2024-12-30 05:01:07,2024-12-30,05:01:07,December 2024,Week 1,Subscriptions,22.71,Subscriptions expense,want
2024-12-30 15:14:17,2024-12-30,15:14:17,December 2024,Week 1,Dining Out,30.06,Dining Out expense,want
2024-12-31 18:35:56,2024-12-31,18:35:56,December 2024,Week 1,Transport,99.01,Transport expense,need
2025-01-01 19:00:02,2025-01-01,19:00:02,January 2025,Week 1,Subscriptions,19.75,Subscriptions expense,want
2025-01-01 19:58:06,2025-01-01,19:58:06,January 2025,Week 1,Utilities,165.36,Utilities expense,need
2025-01-01 20:30:27,2025-01-01,20:30:27,January 2025,Week 1,Healthcare,208.77,Healthcare expense,need
2025-01-02 07:09:10,2025-01-02,07:09:10,January 2025,Week 1,Transport,292.95,Transport expense,need
2025-01-02 13:22:01,2025-01-02,13:22:01,January 2025,Week 1,Subscriptions,8.12,Subscriptions expense,want
2025-01-02 17:27:02,2025-01-02,17:27:02,January 2025,Week 1,Rent,1474.18,Rent expense,need
2025-01-02 22:33:20,2025-01-02,22:33:20,January 2025,Week 1,Utilities,268.75,Utilities expense,need
2025-01-04 00:58:28,2025-01-04,00:58:28,January 2025,Week 1,Transport,344.31,Transport expense,need
2025-01-04 13:28:18,2025-01-04,13:28:18,January 2025,Week 1,Rent,1974.44,Rent expense,need
2025-01-05 03:14:03,2025-01-05,03:14:03,January 2025,Week 1,Dining Out,173.06,Dining Out expense,want
2025-01-05 04:27:03,2025-01-05,04:27:03,January 2025,Week 1,Utilities,75.86,Utilities expense,need
2025-01-05 07:19:01,2025-01-05,07:19:01,January 2025,Week 1,Transport,291.23,Transport expense,need
2025-01-05 09:02:51,2025-01-05,09:02:51,January 2025,Week 1,Rent,1849.29,Rent expense,need
2025-01-07 08:52:17,2025-01-07,08:52:17,January 2025,Week 2,Subscriptions,5.7,Subscriptions expense,want
2025-01-07 09:06:07,2025-01-07,09:06:07,January 2025,Week 2,Subscriptions,12.67,Subscriptions expense,want
2025-01-07 09:17:08,2025-01-07,09:17:08,January 2025,Week 2,Entertainment,241.39,Entertainment expense,want
2025-01-07 12:38:55,2025-01-07,12:38:55,January 2025,Week 2,Shopping,52.48,Shopping expense,want
2025-01-07 18:59:42,2025-01-07,18:59:42,January 2025,Week 2,Subscriptions,35.65,Subscriptions expense,want
2025-01-08 07:28:51,2025-01-08,07:28:51,January 2025,Week 2,Food Delivery,15.1,Food Delivery expense,want
2025-01-08 07:40:25,2025-01-08,07:40:25,January 2025,Week 2,Shopping,188.61,Shopping expense,want
2025-01-08 18:59:36,2025-01-08,18:59:36,January 2025,Week 2,Rent,1549.07,Rent expense,need
2025-01-09 04:40:09,2025-01-09,04:40:09,January 2025,Week 2,Transport,165.3,Transport expense,need
2025-01-09 07:42:15,2025-01-09,07:42:15,January 2025,Week 2,Shopping,209.75,Shopping expense,want
2025-01-09 21:20:05,2025-01-09,21:20:05,January 2025,Week 2,Dining Out,185.63,Dining Out expense,want
2025-01-10 01:24:13,2025-01-10,01:24:13,January 2025,Week 2,Utilities,203.89,Utilities expense,need
2025-01-10 05:45:24,2025-01-10,05:45:24,January 2025,Week 2,Food Delivery,26.3,Food Delivery expense,want
2025-01-10 16:23:30,2025-01-10,16:23:30,January 2025,Week 2,Entertainment,54.66,Entertainment expense,want
2025-01-10 21:55:20,2025-01-10,21:55:20,January 2025,Week 2,Dining Out,171.4,Dining Out expense,want
2025-01-11 20:36:27,2025-01-11,20:36:27,January 2025,Week 2,Entertainment,217.93,Entertainment expense,want
2025-01-12 07:49:48,2025-01-12,07:49:48,January 2025,Week 2,Transport,55.29,Transport expense,need
2025-01-12 08:08:10,2025-01-12,08:08:10,January 2025,Week 2,Healthcare,164.13,Healthcare expense,need
2025-01-12 08:43:59,2025-01-12,08:43:59,January 2025,Week 2,Shopping,209.01,Shopping expense,want
2025-01-13 10:25:07,2025-01-13,10:25:07,January 2025,Week 3,Healthcare,155.91,Healthcare expense,need
2025-01-13 14:18:35,2025-01-13,14:18:35,January 2025,Week 3,Subscriptions,40.01,Subscriptions expense,want
2025-01-13 19:04:53,2025-01-13,19:04:53,January 2025,Week 3,Travel,896.25,Travel expense,want
2025-01-14 00:16:44,2025-01-14,00:16:44,January 2025,Week 3,Food Delivery,40.47,Food Delivery expense,want
2025-01-14 20:58:00,2025-01-14,20:58:00,January 2025,Week 3,Rent,805.5,Rent expense,need
2025-01-15 10:32:22,2025-01-15,10:32:22,January 2025,Week 3,Groceries,237.56,Groceries expense,need
2025-01-15 14:04:48,2025-01-15,14:04:48,January 2025,Week 3,Healthcare,77.96,Healthcare expense,need
2025-01-16 17:31:25,2025-01-16,17:31:25,January 2025,Week 3,Subscriptions,39.72,Subscriptions expense,want
2025-01-16 18:39:19,2025-01-16,18:39:19,January 2025,Week 3,Rent,1634.25,Rent expense,need
2025-01-17 03:21:19,2025-01-17,03:21:19,January 2025,Week 3,Entertainment,57.94,Entertainment expense,want
2025-01-18 16:13:56,2025-01-18,16:13:56,January 2025,Week 3,Rent,565.78,Rent expense,need
2025-01-18 19:18:04,2025-01-18,19:18:04,January 2025,Week 3,Shopping,72.36,Shopping expense,want
2025-01-19 06:22:44,2025-01-19,06:22:44,January 2025,Week 3,Subscriptions,14.69,Subscriptions expense,want
2025-01-19 07:41:58,2025-01-19,07:41:58,January 2025,Week 3,Travel,519.27,Travel expense,want
2025-01-19 15:43:18,2025-01-19,15:43:18,January 2025,Week 3,Subscriptions,35.49,Subscriptions expense,want
2025-01-20 03:41:54,2025-01-20,03:41:54,January 2025,Week 4,Shopping,467.1,Shopping expense,want
2025-01-20 08:11:47,2025-01-20,08:11:47,January 2025,Week 4,Transport,370.85,Transport expense,need
2025-01-21 10:47:09,2025-01-21,10:47:09,January 2025,Week 4,Healthcare,237.0,Healthcare expense,need
2025-01-21 12:46:14,2025-01-21,12:46:14,January 2025,Week 4,Transport,395.96,Transport expense,need
2025-01-21 16:25:08,2025-01-21,16:25:08,January 2025,Week 4,Shopping,377.74,Shopping expense,want
2025-01-21 19:47:07,2025-01-21,19:47:07,January 2025,Week 4,Travel,764.26,Travel expense,want
2025-01-21 21:07:58,2025-01-21,21:07:58,January 2025,Week 4,Transport,177.17,Transport expense,need
2025-01-23 08:04:48,2025-01-23,08:04:48,January 2025,Week 4,Shopping,327.52,Shopping expense,want
2025-01-23 11:59:51,2025-01-23,11:59:51,January 2025,Week 4,Entertainment,236.39,Entertainment expense,want
2025-01-23 21:02:34,2025-01-23,21:02:34,January 2025,Week 4,Food Delivery,61.4,Food Delivery expense,want
2025-01-24 17:07:28,2025-01-24,17:07:28,January 2025,Week 4,Utilities,182.01,Utilities expense,need
2025-01-25 20:35:01,2025-01-25,20:35:01,January 2025,Week 4,Rent,1039.17,Rent expense,need
2025-01-26 04:27:52,2025-01-26,04:27:52,January 2025,Week 4,Entertainment,256.2,Entertainment expense,want
2025-01-26 11:16:55,2025-01-26,11:16:55,January 2025,Week 4,Subscriptions,32.78,Subscriptions expense,want
2025-01-28 13:30:32,2025-01-28,13:30:32,January 2025,Week 5,Entertainment,175.32,Entertainment expense,want
2025-01-28 19:49:46,2025-01-28,19:49:46,January 2025,Week 5,Travel,597.17,Travel expense,want
2025-01-28 20:36:27,2025-01-28,20:36:27,January 2025,Week 5,Entertainment,121.28,Entertainment expense,want
2025-01-29 04:55:07,2025-01-29,04:55:07,January 2025,Week 5,Shopping,138.72,Shopping expense,want
2025-01-29 07:34:15,2025-01-29,07:34:15,January 2025,Week 5,Food Delivery,33.02,Food Delivery expense,want
2025-01-29 10:27:27,2025-01-29,10:27:27,January 2025,Week 5,Dining Out,21.46,Dining Out expense,want
2025-02-01 14:20:04,2025-02-01,14:20:04,February 2025,Week 5,Subscriptions,12.43,Subscriptions expense,want
2025-02-01 18:25:42,2025-02-01,18:25:42,February 2025,Week 5,Travel,966.11,Travel expense,want
2025-02-02 16:12:19,2025-02-02,16:12:19,February 2025,Week 5,Groceries,308.21,Groceries expense,need
2025-02-02 19:27:52,2025-02-02,19:27:52,February 2025,Week 5,Subscriptions,17.27,Subscriptions expense,want
2025-02-02 21:25:04,2025-02-02,21:25:04,February 2025,Week 5,Dining Out,93.22,Dining Out expense,want
2025-02-03 07:10:49,2025-02-03,07:10:49,February 2025,Week 6,Healthcare,194.81,Healthcare expense,need
2025-02-03 07:18:05,2025-02-03,07:18:05,February 2025,Week 6,Entertainment,74.65,Entertainment expense,want
2025-02-03 07:44:45,2025-02-03,07:44:45,February 2025,Week 6,Healthcare,118.46,Healthcare expense,need
2025-02-03 10:02:46,2025-02-03,10:02:46,February 2025,Week 6,Rent,1079.83,Rent expense,need
2025-02-03 20:50:31,2025-02-03,20:50:31,February 2025,Week 6,Healthcare,116.43,Healthcare expense,need
2025-02-04 00:49:56,2025-02-04,00:49:56,February 2025,Week 6,Entertainment,286.58,Entertainment expense,want
2025-02-04 19:05:11,2025-02-04,19:05:11,February 2025,Week 6,Transport,133.65,Transport expense,need
2025-02-05 23:38:34,2025-02-05,23:38:34,February 2025,Week 6,Travel,645.66,Travel expense,want
2025-02-06 00:41:24,2025-02-06,00:41:24,February 2025,Week 6,Travel,591.15,Travel expense,want
2025-02-06 03:39:49,2025-02-06,03:39:49,February 2025,Week 6,Subscriptions,13.1,Subscriptions expense,want
2025-02-07 00:25:53,2025-02-07,00:25:53,February 2025,Week 6,Transport,393.13,Transport expense,need
2025-02-07 09:55:00,2025-02-07,09:55:00,February 2025,Week 6,Rent,1758.38,Rent expense,need
2025-02-07 23:48:32,2025-02-07,23:48:32,February 2025,Week 6,Rent,1929.61,Rent expense,need
2025-02-08 12:41:05,2025-02-08,12:41:05,February 2025,Week 6,Groceries,366.15,Groceries expense,need
2025-02-08 13:22:50,2025-02-08,13:22:50,February 2025,Week 6,Food Delivery,94.24,Food Delivery expense,want
2025-02-09 11:51:46,2025-02-09,11:51:46,February 2025,Week 6,Entertainment,104.28,Entertainment expense,want
2025-02-10 04:05:44,2025-02-10,04:05:44,February 2025,Week 7,Utilities,149.41,Utilities expense,need
2025-02-10 10:55:14,2025-02-10,10:55:14,February 2025,Week 7,Subscriptions,22.53,Subscriptions expense,want
2025-02-10 22:58:14,2025-02-10,22:58:14,February 2025,Week 7,Entertainment,225.69,Entertainment expense,want
2025-02-11 11:20:19,2025-02-11,11:20:19,February 2025,Week 7,Transport,308.14,Transport expense,need
2025-02-11 15:19:31,2025-02-11,15:19:31,February 2025,Week 7,Shopping,470.9,Shopping expense,want
2025-02-11 18:04:44,2025-02-11,18:04:44,February 2025,Week 7,Utilities,123.55,Utilities expense,need
2025-02-12 00:25:44,2025-02-12,00:25:44,February 2025,Week 7,Transport,441.54,Transport expense,need
2025-02-12 01:35:06,2025-02-12,01:35:06,February 2025,Week 7,Travel,884.66,Travel expense,want
2025-02-12 23:36:19,2025-02-12,23:36:19,February 2025,Week 7,Shopping,159.09,Shopping expense,want
2025-02-14 23:47:21,2025-02-14,23:47:21,February 2025,Week 7,Rent,1077.46,Rent expense,need
2025-02-15 01:24:51,2025-02-15,01:24:51,February 2025,Week 7,Shopping,425.74,Shopping expense,want
2025-02-15 01:58:44,2025-02-15,01:58:44,February 2025,Week 7,Utilities,95.09,Utilities expense,need
2025-02-15 06:35:24,2025-02-15,06:35:24,February 2025,Week 7,Transport,425.27,Transport expense,need
2025-02-15 14:53:38,2025-02-15,14:53:38,February 2025,Week 7,Subscriptions,47.34,Subscriptions expense,want
2025-02-15 16:55:54,2025-02-15,16:55:54,February 2025,Week 7,Healthcare,30.33,Healthcare expense,need
2025-02-15 23:15:51,2025-02-15,23:15:51,February 2025,Week 7,Utilities,121.44,Utilities expense,need
2025-02-16 00:22:39,2025-02-16,00:22:39,February 2025,Week 7,Travel,419.24,Travel expense,want
2025-02-16 01:29:45,2025-02-16,01:29:45,February 2025,Week 7,Travel,713.73,Travel expense,want
2025-02-16 06:04:20,2025-02-16,06:04:20,February 2025,Week 7,Transport,429.16,Transport expense,need
2025-02-17 06:57:34,2025-02-17,06:57:34,February 2025,Week 8,Healthcare,41.27,Healthcare expense,need
2025-02-17 06:59:23,2025-02-17,06:59:23,February 2025,Week 8,Travel,91.06,Travel expense,want
2025-02-17 08:22:30,2025-02-17,08:22:30,February 2025,Week 8,Food Delivery,5.87,Food Delivery expense,want
2025-02-19 10:59:27,2025-02-19,10:59:27,February 2025,Week 8,Subscriptions,15.3,Subscriptions expense,want
2025-02-19 11:52:51,2025-02-19,11:52:51,February 2025,Week 8,Subscriptions,15.36,Subscriptions expense,want
2025-02-20 21:54:29,2025-02-20,21:54:29,February 2025,Week 8,Utilities,221.41,Utilities expense,need
2025-02-21 03:15:10,2025-02-21,03:15:10,February 2025,Week 8,Healthcare,80.26,Healthcare expense,need
2025-02-21 04:55:08,2025-02-21,04:55:08,February 2025,Week 8,Subscriptions,34.92,Subscriptions expense,want
2025-02-21 23:48:56,2025-02-21,23:48:56,February 2025,Week 8,Travel,185.73,Travel expense,want
2025-02-22 06:58:00,2025-02-22,06:58:00,February 2025,Week 8,Dining Out,14.38,Dining Out expense,want
2025-02-22 08:18:49,2025-02-22,08:18:49,February 2025,Week 8,Dining Out,171.46,Dining Out expense,want
2025-02-23 22:32:55,2025-02-23,22:32:55,February 2025,Week 8,Entertainment,43.23,Entertainment expense,want
2025-02-24 17:41:29,2025-02-24,17:41:29,February 2025,Week 9,Healthcare,282.06,Healthcare expense,need
2025-02-25 02:52:32,2025-02-25,02:52:32,February 2025,Week 9,Entertainment,86.86,Entertainment expense,want
2025-02-25 23:35:57,2025-02-25,23:35:57,February 2025,Week 9,Dining Out,53.64,Dining Out expense,want
2025-02-26 03:02:59,2025-02-26,03:02:59,February 2025,Week 9,Groceries,402.8,Groceries expense,need
2025-02-27 00:41:59,2025-02-27,00:41:59,February 2025,Week 9,Subscriptions,20.35,Subscriptions expense,want
2025-02-27 01:41:06,2025-02-27,01:41:06,February 2025,Week 9,Utilities,116.79,Utilities expense,need
2025-02-27 07:23:14,2025-02-27,07:23:14,February 2025,Week 9,Entertainment,47.14,Entertainment expense,want
2025-02-27 07:45:25,2025-02-27,07:45:25,February 2025,Week 9,Shopping,156.82,Shopping expense,want
2025-02-27 21:54:25,2025-02-27,21:54:25,February 2025,Week 9,Rent,1564.96,Rent expense,need
2025-02-28 10:13:40,2025-02-28,10:13:40,February 2025,Week 9,Dining Out,54.09,Dining Out expense,want
2025-02-28 14:32:00,2025-02-28,14:32:00,February 2025,Week 9,Healthcare,79.01,Healthcare expense,need
2025-03-02 05:04:15,2025-03-02,05:04:15,March 2025,Week 9,Travel,648.85,Travel expense,want
2025-03-02 14:43:09,2025-03-02,14:43:09,March 2025,Week 9,Travel,630.64,Travel expense,want
2025-03-03 01:26:03,2025-03-03,01:26:03,March 2025,Week 10,Utilities,161.16,Utilities expense,need
2025-03-05 13:39:56,2025-03-05,13:39:56,March 2025,Week 10,Transport,356.05,Transport expense,need
2025-03-05 13:49:18,2025-03-05,13:49:18,March 2025,Week 10,Transport,438.65,Transport expense,need
2025-03-06 03:57:30,2025-03-06,03:57:30,March 2025,Week 10,Dining Out,179.72,Dining Out expense,want
2025-03-06 10:19:38,2025-03-06,10:19:38,March 2025,Week 10,Rent,568.15,Rent expense,need
2025-03-06 21:48:33,2025-03-06,21:48:33,March 2025,Week 10,Entertainment,120.35,Entertainment expense,want
2025-03-06 22:11:37,2025-03-06,22:11:37,March 2025,Week 10,Rent,1975.07,Rent expense,need
2025-03-06 23:37:09,2025-03-06,23:37:09,March 2025,Week 10,Food Delivery,60.13,Food Delivery expense,want
2025-03-07 20:00:58,2025-03-07,20:00:58,March 2025,Week 10,Food Delivery,73.84,Food Delivery expense,want
2025-03-08 13:44:22,2025-03-08,13:44:22,March 2025,Week 10,Subscriptions,37.57,Subscriptions expense,want
2025-03-08 16:08:16,2025-03-08,16:08:16,March 2025,Week 10,Dining Out,178.01,Dining Out expense,want
2025-03-08 22:14:27,2025-03-08,22:14:27,March 2025,Week 10,Entertainment,31.84,Entertainment expense,want
2025-03-09 05:37:40,2025-03-09,05:37:40,March 2025,Week 10,Utilities,106.81,Utilities expense,need
2025-03-09 07:01:06,2025-03-09,07:01:06,March 2025,Week 10,Rent,1200.75,Rent expense,need
2025-03-09 14:51:53,2025-03-09,14:51:53,March 2025,Week 10,Utilities,165.03,Utilities expense,need
2025-03-10 04:33:36,2025-03-10,04:33:36,March 2025,Week 11,Transport,449.75,Transport expense,need
2025-03-10 09:22:02,2025-03-10,09:22:02,March 2025,Week 11,Entertainment,286.31,Entertainment expense,want
2025-03-10 13:35:34,2025-03-10,13:35:34,March 2025,Week 11,Subscriptions,15.43,Subscriptions expense,want
2025-03-10 16:53:54,2025-03-10,16:53:54,March 2025,Week 11,Groceries,303.28,Groceries expense,need
2025-03-11 00:46:25,2025-03-11,00:46:25,March 2025,Week 11,Groceries,251.76,Groceries expense,need
2025-03-11 02:20:17,2025-03-11,02:20:17,March 2025,Week 11,Transport,440.06,Transport expense,need
2025-03-11 15:24:17,2025-03-11,15:24:17,March 2025,Week 11,Shopping,352.69,Shopping expense,want
2025-03-11 23:34:33,2025-03-11,23:34:33,March 2025,Week 11,Groceries,419.73,Groceries expense,need
2025-03-12 07:28:47,2025-03-12,07:28:47,March 2025,Week 11,Food Delivery,98.0,Food Delivery expense,want
2025-03-12 13:31:25,2025-03-12,13:31:25,March 2025,Week 11,Subscriptions,33.78,Subscriptions expense,want
2025-03-13 15:22:02,2025-03-13,15:22:02,March 2025,Week 11,Transport,382.27,Transport expense,need
2025-03-13 23:48:27,2025-03-13,23:48:27,March 2025,Week 11,Rent,888.72,Rent expense,need
2025-03-14 03:14:18,2025-03-14,03:14:18,March 2025,Week 11,Transport,214.81,Transport expense,need
2025-03-14 04:34:13,2025-03-14,04:34:13,March 2025,Week 11,Subscriptions,14.2,Subscriptions expense,want
2025-03-14 12:50:58,2025-03-14,12:50:58,March 2025,Week 11,Rent,591.35,Rent expense,need
2025-03-14 20:07:36,2025-03-14,20:07:36,March 2025,Week 11,Healthcare,224.92,Healthcare expense,need
2025-03-16 02:28:57,2025-03-16,02:28:57,March 2025,Week 11,Groceries,286.45,Groceries expense,need
2025-03-16 03:20:33,2025-03-16,03:20:33,March 2025,Week 11,Healthcare,68.18,Healthcare expense,need
2025-03-16 07:34:21,2025-03-16,07:34:21,March 2025,Week 11,Entertainment,273.23,Entertainment expense,want
2025-03-16 15:13:35,2025-03-16,15:13:35,March 2025,Week 11,Food Delivery,33.36,Food Delivery expense,want
2025-03-16 21:17:47,2025-03-16,21:17:47,March 2025,Week 11,Subscriptions,39.7,Subscriptions expense,want
2025-03-17 04:12:51,2025-03-17,04:12:51,March 2025,Week 12,Healthcare,158.06,Healthcare expense,need
2025-03-17 18:15:06,2025-03-17,18:15:06,March 2025,Week 12,Dining Out,85.65,Dining Out expense,want
2025-03-18 02:49:12,2025-03-18,02:49:12,March 2025,Week 12,Groceries,413.43,Groceries expense,need
2025-03-19 15:15:03,2025-03-19,15:15:03,March 2025,Week 12,Healthcare,99.53,Healthcare expense,need
2025-03-19 22:06:04,2025-03-19,22:06:04,March 2025,Week 12,Dining Out,103.9,Dining Out expense,want
2025-03-19 23:59:32,2025-03-19,23:59:32,March 2025,Week 12,Entertainment,139.38,Entertainment expense,want
2025-03-20 08:59:46,2025-03-20,08:59:46,March 2025,Week 12,Healthcare,288.18,Healthcare expense,need
2025-03-20 16:15:53,2025-03-20,16:15:53,March 2025,Week 12,Rent,864.07,Rent expense,need
2025-03-21 13:39:37,2025-03-21,13:39:37,March 2025,Week 12,Subscriptions,36.5,Subscriptions expense,want
2025-03-21 14:38:31,2025-03-21,14:38:31,March 2025,Week 12,Food Delivery,40.94,Food Delivery expense,want
2025-03-21 18:02:08,2025-03-21,18:02:08,March 2025,Week 12,Shopping,26.19,Shopping expense,want
2025-03-22 06:01:34,2025-03-22,06:01:34,March 2025,Week 12,Transport,115.24,Transport expense,need
2025-03-22 18:27:45,2025-03-22,18:27:45,March 2025,Week 12,Entertainment,250.76,Entertainment expense,want
2025-03-23 04:42:14,2025-03-23,04:42:14,March 2025,Week 12,Food Delivery,95.05,Food Delivery expense,want
2025-03-23 13:03:43,2025-03-23,13:03:43,March 2025,Week 12,Dining Out,72.55,Dining Out expense,want
2025-03-23 14:19:48,2025-03-23,14:19:48,March 2025,Week 12,Healthcare,85.4,Healthcare expense,need
2025-03-23 15:31:11,2025-03-23,15:31:11,March 2025,Week 12,Entertainment,191.4,Entertainment expense,want
2025-03-23 21:10:15,2025-03-23,21:10:15,March 2025,Week 12,Subscriptions,40.33,Subscriptions expense,want
2025-03-24 09:20:27,2025-03-24,09:20:27,March 2025,Week 13,Travel,976.69,Travel expense,want
2025-03-24 13:14:51,2025-03-24,13:14:51,March 2025,Week 13,Rent,961.1,Rent expense,need
2025-03-24 23:41:49,2025-03-24,23:41:49,March 2025,Week 13,Food Delivery,90.16,Food Delivery expense,want
2025-03-25 04:11:35,2025-03-25,04:11:35,March 2025,Week 13,Utilities,191.67,Utilities expense,need
2025-03-25 05:30:25,2025-03-25,05:30:25,March 2025,Week 13,Groceries,397.14,Groceries expense,need
2025-03-27 03:50:31,2025-03-27,03:50:31,March 2025,Week 13,Subscriptions,46.27,Subscriptions expense,want
2025-03-27 05:20:44,2025-03-27,05:20:44,March 2025,Week 13,Utilities,196.36,Utilities expense,need
2025-03-27 15:19:30,2025-03-27,15:19:30,March 2025,Week 13,Utilities,209.28,Utilities expense,need
2025-03-27 21:58:57,2025-03-27,21:58:57,March 2025,Week 13,Travel,209.42,Travel expense,want
2025-03-28 12:39:27,2025-03-28,12:39:27,March 2025,Week 13,Subscriptions,18.38,Subscriptions expense,want
2025-03-28 20:42:48,2025-03-28,20:42:48,March 2025,Week 13,Food Delivery,69.81,Food Delivery expense,want
2025-03-29 01:11:39,2025-03-29,01:11:39,March 2025,Week 13,Entertainment,43.23,Entertainment expense,want
2025-03-29 15:10:40,2025-03-29,15:10:40,March 2025,Week 13,Food Delivery,46.22,Food Delivery expense,want
2025-03-30 01:45:19,2025-03-30,01:45:19,March 2025,Week 13,Utilities,175.0,Utilities expense,need
2025-03-31 14:06:33,2025-03-31,14:06:33,March 2025,Week 14,Travel,896.48,Travel expense,want
2025-04-01 07:18:25,2025-04-01,07:18:25,April 2025,Week 14,Food Delivery,84.1,Food Delivery expense,want
2025-04-02 05:52:36,2025-04-02,05:52:36,April 2025,Week 14,Rent,1668.66,Rent expense,need
2025-04-02 13:08:42,2025-04-02,13:08:42,April 2025,Week 14,Travel,244.38,Travel expense,want
2025-04-02 16:37:32,2025-04-02,16:37:32,April 2025,Week 14,Subscriptions,32.43,Subscriptions expense,want
2025-04-03 02:11:33,2025-04-03,02:11:33,April 2025,Week 14,Groceries,388.28,Groceries expense,need
2025-04-03 08:59:04,2025-04-03,08:59:04,April 2025,Week 14,Subscriptions,24.9,Subscriptions expense,want
2025-04-03 09:16:53,2025-04-03,09:16:53,April 2025,Week 14,Entertainment,57.43,Entertainment expense,want
2025-04-03 12:04:49,2025-04-03,12:04:49,April 2025,Week 14,Utilities,100.68,Utilities expense,need
2025-04-03 15:49:10,2025-04-03,15:49:10,April 2025,Week 14,Utilities,251.13,Utilities expense,need
